UPC	Category	Brand	Product Name	Total Weight (g)	Total weight (Oz)	Serving size (g)	Number of Servings	Sugar per serving (g)	Added sugar per serving (g)	Total Sugar (g)	Total Added Sugar (g)	Total Added Sugar (tsp)	type of sugar	Ingredients	pictures	Use Total Sugar?
851587003584	Yogurt	Green Mountain Creamery	Plain	150	5.3	150	1	4	0	4	0	0	None	"PASTEURIZED NONFAT MILK, ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	No
851587003911	Yogurt	Green Mountain Creamery	All Natural Plain	907	32	170	5	4	0	20	0	0	None	"PASTEURIZED NONFAT MILK, CREAM, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	No
894700010014	Yogurt	Chobani	Nonfat Plain Greek	150	5.3	150	1	4	0	4	0	0	None	NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK)	"echoforgoodstorage, Vuforia"	No
894700010137	Yogurt	Chobani 	Yogurt: Non-Fat Plain Greek	907	32	227	4	6	0	24	0	0	None	nonfat yogurt (cultured pasteurized nonfat milk)	"echoforgoodstorage, Vuforia"	No
898248001756	Yogurt	Siggi's	Yogurt: No added sugar banana and cinnamon	125	4.4	125	1	5	0	5	0	0	None	"pasteurized whole milk, pasteurized cream, bananas, fruit pectin, cinnamon"	"echoforgoodstorage, Vuforia"	No
898248001824	Yogurt	Siggi's	Yogurt: No added sugar peach and mango	125	4.4	125	1	5	0	5	0	0	None	"pasteurized whole milk, pasteurized cream, peaches, mangos, fruit pectin"	"echoforgoodstorage, Vuforia"	No
851587003485	Yogurt	Green Mountain Creamery	Maple Blended	150	5.3	150	1	17	13	17	13	4	Maple syrup	"PASTEURIZED NONFAT MILK, MAPLE SYRUP, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	2nd sent
851587003935	Yogurt	Green Mountain Creamery	All Natural Maple Blended	907	32	170	5	19	15	95	75	19	Maple syrup	"PASTEURIZED NONFAT MILK, MAPLE SYRUP, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	2nd sent
036632008343	Yogurt	"Dannon, Oikos"	Yogurt: Vanilla	150	5.3	150	1	6	6	6	6	2	Fruit juice	"CULTURED GRADE A NON FAT MILK, CHICORY ROOT FIBER, WATER, CONTAINS LESS THAN 1% OF NATURAL FLAVORS, STEVIA LEAF EXTRACT, MALIC ACID, SODIUM CITRATE, FRUIT JUICE AND BETA CAROTENE (FOR COLOR), SEA SALT, VITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
036632008664	Yogurt	"Dannon, Oikos"	Yogurt: Chocolate	150	5.3	150	1	6	6	6	6	2	Fruit juice	"CULTURED GRADE A NON FAT MILK, CHICORY ROOT FIBER, WATER, CONTAINS LESS THAN 1% OF FRUIT JUICE, VEGETABLE JUICE AND BETA CAROTENE (FOR COLOR), COCOA POWDER (PRCESSED WITH ALKALI), NATURAL FLAVORS STEVIA LEAF EXTRACT, MALIC ACID, SEA SALT, CARRAGEENAN, SODIUM CITRATE, VITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
036632019530	Yogurt	"Dannon, Oikos"	Vanilla	600	21.2	150	4	6	6	24	24	6	Fruit juice	"CULTURED GRADE A NON FAT MILK, CHICORY ROOT FIBER, WATER, CONTAINS LESS THAN 1% OF NATURAL FLAVORS, STEVIA LEAF EXTRACT, MALIC ACID, SODIUM CITRATE, FRUIT JUICE AND BETA CARTENE (FOR COLOR), SEA SALT, VITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
036632019547	Yogurt	"Dannon, Oikos"	Strawberry	600	21.2	150	4	6	6	24	24	6	Fruit juice	"CULTURED GRADE A NON FAT MILK, CHICORY ROOT FIBER, WATER, CONTAINS LESS THAN 1% OF NATURAL FLAVORS, STEVIA LEAF EXTRACT, MALIC ACID, SODIUM CITRATE, FRUIT JUICE AND BETA CAROTENE (FOR COLOR), SEA SALT, VITAMIN D3 "	"echoforgoodstorage, Vuforia"	Yes
036632011060	Yogurt	"Dannon, Light & Fit "	Greek crunch strawberry cheesecake	141	5	141	1	12	12	12	12	3	"Fructose, Sugar, Polydextrose, Honey"	"CULTURED PASTEURIZED GRADE A NONFAT MILK, WATER, STRAWBERRIES, FRUCTOSE, MODIFIED FOOD STARCH, NATURAL AND ARTIFICIAL FLAVORS, BLACK CARROT JUICE (FOR COLOR), SUCRALOSE, CITRIC ACID, POTASSIUM SORBATE (TO PRESERVE FRESHNESS), ACESULFAME POTASSIUM, SODIUM CITRATE, GRAHAM CRACKER (UNENRICHED WHEAT FLOUR, SUGAR, LIQUID POLYDEXTROSE (POLYDEXTROSE, WATER), CANOLA OIL, WATER, WHEAT BRAN AND WHEAT GERM DERIVED FROM WHITE WHEAT, HONEY, NATURAL FLAVOR, SALT, BAKING SODA, SOY LECITHIN), WHITE CHOCOLATE (SUGAR, COCOA BUTTER, WHOLE MILK POWDER, SOY LECITHIN, NATURAL VANILLA EXTRACT )"	"echoforgoodstorage, Vuforia"	Yes
036632011091	Yogurt	"Dannon, Light & Fit "	Greek crunch Caramel Fudge Pretzel	141	5	141	1	11	11	11	11	3	"Fructose, Sugar"	"CULTURED PASTEURIZED GRADE A NON FAT MILK, WATER, FRUCTOSE, FOOD STARCH - MODIFIED, FRUIT JUICE & BETA CAROTENE (FOR COLOR), SALT, MALIC ACID, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, POTASSIUM SORBATE (TO PRESERVE FRESHNESS), ACESULFAME POTASSIUM, SODIUM CITRATE, FUDGE COVERED PRETZELS (SUGAR, PALM KERNEL OIL, COCOA POWDER WHOLE MILK POWDER, SOY LECITHIN, SALT, WHEAT FLOUR NIACIN,REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID,MALT, CANOLA OIL, YEAST, SODA"	"echoforgoodstorage, Vuforia"	Yes
036632032492	Yogurt	Dannon	vanilla	600	21.2	150	4	7	7	28	28	7	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STARCH, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, CITRIC ACID, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), ACESULFAME POTASSIUM, SODIUM CITRATE, ACTIVE YOGURT CULTURES "	"echoforgoodstorage, Vuforia"	Yes
036632032737	Yogurt	"Dannon, Light & Fit "	Original Greek Vanilla	907	32	225	4	11	11	44	44	11	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STARCH, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, CITRIC ACID, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), ACESULFAME POTASSIUM, SODIUM CITRATE, ACTIVE YOGURT CULTURES L. BULGARICUS & S. THERMOPHILUS"	"echoforgoodstorage, Vuforia"	Yes
036632037183	Yogurt	Dannon	Yogurt: Light & Fit Greek Strawberry Banana	600	21.2	150	4	7	7	28	28	7	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, STRAWBERRIES, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STACH, BANANA PUREE, NATURAL AND ARTIFICIAL FLAVORS, BLACK CARROT JUICE CONCENTRATE (FOR COLOR), SUCRALOSE, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), XANTHAN GUM, ACESULFAME POTASSIUM, ANNATTO EXTRACT (FOR COLOR), SODIUM CITRATE, MALIC ACID, VITAMIN D3, ACTIVE YOGURT CULTURS "	"echoforgoodstorage, Vuforia"	Yes
036632037312	Yogurt	"Dannon, Light & Fit "	Yogurt: Light & Fit Greek Strawberry	150	5.3	150	1	6	6	6	6	2	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, STRAWBERRIES, CONTAINS LESS THAN 1% OF FRUCTOSE, MODIFIED FOOD STARCH, SUCRALOSE, SODIUM CITRATE, POTASSIUM SORBATE, MALIC ACID, acesulfame potassium"	"echoforgoodstorage, Vuforia"	Yes
036632037329	Yogurt	"Dannon, Light & Fit "	Yogurt: Light & Fit Greek Blueberry	150	5.3	150	1	7	7	7	7	2	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, BLUEBERRY PUREE, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STARCH, CARMINE, SUCRALOSE, MALIC ACID, POTASSIUM , ACESULFAME, POTASSIUM SORBATE, SODIUM CITRATE, ACTIVE YOGURT CULTURES "	"echoforgoodstorage, Vuforia"	Yes
036632037374	Yogurt	"Dannon, Light & Fit "	Yogurt: Light & Fit Greek Toasted Coconut Vanilla	150	5.3	150	1	7	7	7	7	2	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, FRUCTOSE, MODIFIED FOOD STARCH, CONTAINS LESS THAN 1% OF NATURAL AND ARTIFICIAL FLAVORS, MALIC ACID, SUCRALOSE, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), ACESULFAME POTASSIUM, SODIU CITRAT, ACTIVE YOGURT CULTURES "	"echoforgoodstorage, Vuforia"	Yes
036632037381	Yogurt	"Dannon, Light & Fit "	Yogurt: Key Lime	150	5.3	150	1	7	7	7	7	2	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STARCH, LIME JUICE, PECTIN, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, BETA CAROTENE (FOR COLOR), POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), SODIUM CITRATE, CALCIUM CITRATE, ACESULFAME POTASSIUM, MALIC ACID"	"echoforgoodstorage, Vuforia"	Yes
036632037428	Yogurt	"Dannon, Light & Fit "	Yogurt: Light & Fit Greek Banana Cream	150	5.3	150	1	7	7	7	7	2	Fructose	"Cultured Grade A Non Fat Milk, Water, Fructose, Contains Less Than 1% Of Modified Food Starch, Banana Puree, Natural and Artificial Flavors, Pectin, Malic Acid, Sucralose, Calcium Citrate, Potassium Sorbate (To Maintain Freshness), Acesulfame Potassium, Beta Carotene and Annatto Extract (For Color), Xanthan Gum, Sodium Citrate, Active Yogurt Cultures L. Bulgaricus & S. Thermophilus."	"echoforgoodstorage, Vuforia"	Yes
036632037534	Yogurt	"Dannon, Light & Fit "	Strawberry Cheesecake	150	5.3	150	1	7	7	7	7	2	Fructose	"CULTURED GRADE A NON FAT MILK, WATER, STRAWBERRY PUREE, FRUCTOSE, CONTAINS LESS THAN 1% OF MODIFIED FOOD STARCH, NATURAL AND ARTIFICIAL FLAVORS, BLACK CARROT JUICE (FOR COLOR), SUCRALOSE, CITRIC ACID, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), ACESULFAME POTASSIUM, SODIUM CITRATE, ACTIVE YOGURT CULTURES "	"echoforgoodstorage, Vuforia"	Yes
818290014672	Yogurt	Chobani	Yogurt: Peanut Butter Dream "Flip"	150	5.3	150	1	22	22	22	22	6	"Evaporated cane sugar, Sugar, Honey"	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM, LIVE AND ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS AND L. CASEI), BANANAS, EVAPORATED CANE SUGAR, SUGAR, WATER, PEANUTS, PALM KERNEL OIL, CHOCOLATE LIQUOR, COCOA BUTTER, ROLLED OATS, MILK, SKIM MILK, RICE FLOUR, SALT, NATURAL FLAVORS, HONEY, FRUIT PECTIN, PEANUT BUTTER (PEANUTS, SALT), SUNFLOWER LECITHIN, VANILLA EXTRACT, GUAR GUM, COCOA, ANNATTO (FOR COLOR), ORGANIC SOY LECITHIN, ROSEMARY EXTRACT, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010151	Yogurt	Chobani	Yogurt: Pomegranate on the bottom Greek	150	5.3	150	1	15	15	15	15	4	"Evaporated cane sugar, Pomegranate juice concentrate"	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), WATER, EVAPORATED CANE SUGAR, POMEGRANATE JUICE CONCENTRATE, FRUIT PECTIN, NATURAL FLAVOR, LOCUST BEAN GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010168	Yogurt	Chobani 	Yogurt: Black Cherry on the Bottom Greek	150	5.3	150	1	16	16	16	16	4	"Evaporated cane sugar, Cherry juice concentrate"	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), EVAPORATED CANE SUGAR, BLACK CHERRIES, WATER, FRUIT PECTIN, CHERRY JUICE CONCENTRATE, LOCUST BEAN GUM, NATURAL FLAVOR, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012609	Yogurt	Chobani	Yogurt: Nutty for Nana "Flip" 	150	5.3	150	1	14	14	14	14	4	"Evaporated cane sugar, Cane sugar, Honey"	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM, LIVE AND ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS AND L. CASEI), BANANAS, EVAPORATED CANE SUGAR, WATER, ALMONDS, CHOCOLATE LIQUOR, CANE SUGAR, HONEY, COCOA POWDER, COCOA BUTTER, NATURAL FLAVORS, FRUIT PECTIN, SALT, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE, VANILLA BEAN POWDER, TURMERIC (FOR COLOR)"	"echoforgoodstorage, Vuforia"	Yes
818290014245	Yogurt	Chobani	Yogurt: Salted Caramel Crunch "Flip" 	150	5.3	150	1	17	17	17	17	5	"Evaporated cane sugar, Cane sugar"	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM, LIVE AND ACTIVE CULTURES), WATER, EVAPORATED CANE SUGAR, UNBLEACHED WHEAT FLOUR, CANE SUGAR, COCOA BUTTER, CHOCOLATE LIQUOR, MIK, FRUIT PECTIN, CARAMELIZED SYRUP, CARAMEL COLOR, NATURAL FLAVORS, MALTED BARLEU FLOUR, SALT, ORGANIC SOYBEAN OIL, LOCUST BEAN GUM, ORGANIC SOY LECITHIN, LEMON JUICE CONCENTRATE, BAKING SODA, VANILLA "	"echoforgoodstorage, Vuforia"	Yes
818290012272	Yogurt	Chobani	Yogurt: Flip Key Lime Crumble "Flip" 	150	5.3	150	1	19	19	19	19	5	"Evaporated cane sugar, Brown sugar, Sugar, Honey"	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM, LIVE AND ACTIVE CULTURES, EVAPORATED CANE SUGAR, WATER, WHEAT FLOUR, BROWN SUGAR, SUGAR, SOY BEAN OIL, KEY LIME PUREE, COCOA BUTTER, KEY LIME JUICE CONCENTRATE, MILK, KEY LIME PEEL, SKIM MILK, FRUIT PECTIN, LOCUST BEAN GUM, GUAR GUM, NATURAL FLAVORS, SALT, HONEY, BAKING SODA, CINNAMON, WHITE VINEGAR, ORGANIC SOY LECITHIN, FRUIT JUICE CONCENTRATE AND TURMERIC (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290011152	Yogurt	Chobani	Smooth Yogurt Strawberry	300	10.6	150	2	14	14	28	28	7	Evaporated cane sugar	"LOWFAT YOGURT, EVAPORATED CANE SUGAR, WATER, STRAWBERRIES, NATURAL FLAVORS, FRUIT PECTIN, GUAR GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE, LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290011480	Yogurt	Chobani	A Hint of Wild Blueberry	150	5.3	150	1	9	9	9	9	3	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), WATER, EVAPORATED CANE SUGAR, BLUEBERRY PUREE, NAURAL FLAVORS, FRUIT PECTIN, GUAR GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290011497	Yogurt	Chobani	A Hint of Monterey Strawberry	150	5.3	150	1	9	9	9	9	3	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), WATER, EVAPORATED CANE SUGAR, POMEGRANATE, NATURAL FLAVORS, FRUIT PECTIN, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012586	Yogurt	Chobani	Yogurt: Apricot on the bottom	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), APRICOTS, EVAPORATED CANE SUGAR, FRUIT PECTIN, LOCUST BEAN GUM, NATURAL FLAVOR, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012715	Yogurt	Chobani	Yogurt: Key Lime Blended	150	5.3	150	1	16	16	16	16	4	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), EVAPORATED CANE SUGAR, WATER, KEY LIME PUREE, KEY LIME, JUICE CONCENTRATE, NATURAL FLAVOR, LOCUST BEAN GUM, FRUIT PECTIN, TURMERIC AND FRUIT JUICE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012739	Yogurt	Chobani	Yogurt: Coconut Blended	150	5.3	150	1	12	12	12	12	3	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), WATER, EVAPORATED CANE SUGAR, COCONUT, FRUIT PECTIN, NATURAL FLAVORS, GUAR GUM, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012777	Yogurt	Chobani	Yogurt: Coconut Blended	601	21.2	150	4	12	12	48	48	12	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), WATER, EVAPORATED CANE SUGAR, COCONUT, FRUIT PECTIN, NATURAL FLAVOR, GUAR GUM, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290012791	Yogurt	Chobani	Yogurt: Vanilla Blended 	601	21.2	150	4	13	13	52	52	13	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NON MILK), EVAPORATED CANE SUGAR, WATER, VANILLA EXTRACT, LOCUST BEAN GUM, FRUIT PECTIN, NATURAL FLAVOR, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290012814	Yogurt	Chobani	Yogurt: Strawberry on the bottom	601	21.2	150	4	15	15	60	60	15	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), EVAPORATED CANE SUGAR, STRAWBERRIES, WATER, FRUIT PECTIN, NATURAL FLAVORS, LOCUST BEAN GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290012821	Yogurt	Chobani	Yogurt: Blueberry on the bottom	601	21.2	150	4	15	15	60	60	15	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), BLUEBERRIES, EVAPORATED CANE SUGAR, WATER, FRUIT PECTIN, NATURAL FLAVOR, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290012852	Yogurt	Chobani	Yogurt: Pineapple on the bottom	601	21.2	150	4	14	14	56	56	14	Evaporated cane sugar	"LOWFAT YOGURT, PINEAPPLE, EVAPORATED CANE SUGAR, WATER, PINEAPPLE JUICE CONCENTRATE, FRUIT PECTIN, NATURAL FLAVORS, LOCUST BEAN GUM, TURMERIC (FOR COLOR), LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290013859	Yogurt	Chobani	Yogurt: Watermelon Blended 	150	5.3	150	1	12	12	12	12	3	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), EVAPORATED CANE SUGAR, WATERMELON PUREE, WATER, NATURAL FLAVORS, FRUIT PECTIN, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LOCUST BEAN GUM, LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
818290014634	Yogurt	Chobani	Yogurt: Coffee & Cream Blended 	150	5.3	150	1	17	17	17	17	5	Evaporated cane sugar	"YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), EVAPORATED CANE SUGAR, WATER, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), NATURAL FLAVORS, FRUIT PECTIN, GUAR GUM, COFFEE EXTRACT, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
818290014665	Yogurt	Chobani	Yogurt: Mixed Berry Blended 	150	5.3	150	1	16	16	16	16	4	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK CREAM), EVAPORATED CANE SUGAR, FRUIT PUREE BLEND (STRAWBERRY, BLUEBERRY, BLACKBERRY, RASPBERRY), WATER, FRUIT PECTIN, NATURAL FLAVOR, LOCUST BEAN GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LEMON UICE CONCENTRATE, CONTAINS LIVE AND ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	Yes
894700010045	Yogurt	Chobani	Yogurt: Strawberry on the bottom Greek	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK),, EVAPORATED CANE SUGAR, STRAWBERRIES, WATER, FRUIT PECTIN, NATURAL FLAVORS, LOCUST BEAN GUM,FRUIT AND VEGETABLE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010052	Yogurt	Chobani	Yogurt: Blueberry on the bottom Greek	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), BLUEBERRIES, EVAPORATED CANE SUGAR, WATER, FRUIT PECTIN, NATURAL FLAVOR, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010069	Yogurt	Chobani	Yogurt: Peach on the bottom	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK), EVAPORATED CANE SUGAR, PEACHES, WATER, FRUIT PECTIN, LOCUST BEAN GUM, NATURAL FLAVORS, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010106	Yogurt	Chobani	Yogurt: Pineapple on the bottom	150	5.3	150	1	14	14	14	14	4	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), PINEAPPLE, EVAPORATED CANE SUGAR, WATER, PINEAPPLE JUICE CONCENTRATE, FRUIT PECTIN, NATURAL FLAVORS, LOCUST BEAN GUM, TERMERIC (FOR COLOR), LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010113	Yogurt	Chobani	Yogurt: Passion fruit on the bottom	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"cultured pasteurized nonfat milk, cream, passion fruit puree, evaporated cane sugar, water, fruit pectin, natural flavor, locust bean gum, lemon juice concentrate "	"echoforgoodstorage, Vuforia"	Yes
894700010144	Yogurt	Chobani	Yogurt: Vanilla Blended	907	32	227	4	20	20	80	80	20	Evaporated cane sugar	"NONFAT (CULTURED PASTEURIZED MILK), EVAPORATED CANE SUGAR, WATER, VANILLA EXTRACT, LOCUST BEAN GUM, FRUIT PECTIN, NATURAL FLAVOR, LEMON JUICE CONCENTRATE. "	"echoforgoodstorage, Vuforia"	Yes
894700010267	Yogurt	Chobani	Yogurt: Strawberry Blended	907	32	227	4	24	24	96	96	24	Evaporated cane sugar	"NONFAT YOGURT (CULTURED PASTEURIZEDNONFAT MILK), EVAPORATED CANE SUGAR, STRAWBERRIES, WATER, NATURAL FLAVOR, FRUIT PECTIN, LOCUST BEAN GUM, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), GUAR GUM, LEMON JUICE CONCENTRATE (FOR COLOR), GUAR GUM, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
894700010328	Yogurt	Chobani	Yogurt: Strawberry Bannana on the bottom Greek	150	5.3	150	1	15	15	15	15	4	Evaporated cane sugar	"LOWFAT YOGURT (CULTURED PASTEURIZED NONFAT MILK, CREAM), EVAPORATED CANE SUGAR, STRAWBERRIES, WATER, BANANAS, FRUIT PECTIN, LOCUST BEAN GUM, NATURAL FLAVORS, FRUIT AND VEGETABLE JUICE CONCENTRATE (FOR COLOR), LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
894700010335	Yogurt	Chobani	Yogurt: Mango on the Bottom Greek	150	5.3	150	1	16	16	16	16	4	"evaporated cane juice, fruit and vegetable juice concentrate"	"cultured, pasteurized nonfat milk, cream), mango, evaporated cane sugar, water, fruit pectin, natural flavors, locust bean gum, fruit and vegetable juice concentrate, lemon juice concentrate"	"echoforgoodstorage, Vuforia"	Yes
894700010342	Yogurt	Chobani	Yogurt: Orange & Cream Blended	150	5.3	150	1	13	13	13	13	4	"evaporated cane juice, fruit and vegetable juice concentrate"	"evaporated cane sugar, water, orange puree, fruit pectin, lime juice concentrate, natural flavors, orange juice concentrate, fruit and vegetable juice concentrate, locust bean gum, guar gum, lemon juice concentrate"	"echoforgoodstorage, Vuforia"	Yes
853923002138	Yogurt	Noosa	Yogurt: Coconut	227	8	227	1	30	30	30	30	8	"Cane sugar, Honey"	"GRADE A PASTEURIZED WHOLE MILK, FRUIT PUR?E (WATEER, CANE SUGAR, COCONUT CREAM, COCONUT, SWEETENED CONDENSED MILK, NATURAL FLAVORS, PECTIN, LOCUST BEAN GUM, LACTIC ACID), CANE SUGAR, HONEY, KOSHER GELATIN, PECTIN, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	Yes
853923002404	Yogurt	Noosa	Yogurt: Raspberry	227	8	227	1	30	30	30	30	8	"Cane sugar, Honey"	"GRADE A PASTEURIZED WHOLE MILK, FRUIT PUR?E (RASPBERRIES, CANE SUGAR, WATER, PECTIN, LOCUST BEAN GUM, LEMON JUICE CONCENTRATE, FRUIT AND VEGETABLE JUICE), CANE SUGAR, HONEY, KOSHER GELATIN, PECTIN, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	Yes
036632026002	Yogurt	"Dannon, Activia "	Yogurt: Strawberry Probiotic Yogurt	453	16	113	4	12	12	48	48	12	"Cane sugar, Fruit juice concentrate"	"CULTURED GRADE A REDUCED FAT MILK, CANE SUGAR, STRAWBERRIES, WATER, MODIFIED FOOD STARCH, CONTAINS LESS THAN 1% OF MILK PROTEIN CONCENTRATE, KOSHER GELATIN, AGAR AGAR, NATURAL FLAVORS, FRUIT JUICE CONCENTRATE, FRUIT AND VEGETABLE JUICE (FOR COLOR) ,CARRAGEENAN, CALCIUM LACTATE, LACTIC ACID, MILK CALCIUM, CITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
